Text,Label,Kategori
Guna mencapai visi Indonesia menjadi negara maju di tahun 2045  pemanfaatan dan optimalisasi komoditas mineral yang dimiliki Indonesia menjadi penting. Pengolahan bahan mentah menjadi produk industri (hilirisasi) dan penerapan transformasi ekonomi menjadi salah satu kunci.   Terlebih  dengan meningkatnya permintaan pasar global terhadap komoditas mineral dan produk turunannya serta pengembangan produk teknologi ramah lingkungan  Indonesia memiliki peluang besar untuk memainkan peran strategis di pasar global.   “Selama beberapa tahun terakhir  Indonesia telah menunjukkan ketahanan dan kekuatannya  terutama di tengah tantangan global yang terjadi seperti pandemi Covid-19  krisis perang Rusia-Ukraina  hingga pengetatan kebijakan moneter di seluruh dunia ” kata Menko Luhut saat menghadiri Business Forum di Seoul  Jumat  24 Maret 2023 Selengkapnya di tvrinews.com,0,non-bullying
Menteri Koordinator Bidang Maritim dan Investasi Luhut Binsar Pandjaitan  menyentil beberapa pihak yang sering mengkritik pemerintah tanpa landasan yang kuat.   Luhut menegaskan  selesaikan persoalan di negara ini tidak mudah----,0,non-bullying
point Pak Luhut  semoga selalu diberikan kelancaran dan lindunganNya,0,non-bullying
Gimana Pendapat Kalian ?   Menteri Koordinator Bidang Kemaritiman dan Investasi Luhut Binsar Pandjaitan menantang anak-anak muda ahli IT Indonesia untuk bisa membereskan 27 ribu aplikasi pemerintahan yang ada Source : Okezone  Hastag:,0,non-bullying
Bussines Forum of 50 years Indonesia Korea Relations,0,non-bullying
macane kok memble😂😂😂,1,bullying
macane kok memble😆😆😆,1,bullying
Kolaborasi yang paling real Join dengan anak2 muda Del yang super kocak dan jujur😅 @lile.manalu @gabriellapjtn @esraamanurung @cikaklaudi23 @meidasitanggang    #,0,non-bullying
Kolaborasi yang paling real Join dengan anak2 muda Del yang super kocak dan jujur😅 @lile.manalu @gabriellapjtn @esraamanurung @cikaklaudi23 @meidasitanggang    #   @agnes.vr,0,non-bullying
"Menteri Bidang Kemaritiman dan Investasi Luhut Binsar Pandjaitan menantang anak-anak muda ahli IT Indonesia untuk bisa membereskan 27 ribu aplikasi pemerintahan yang ada.   Hal ini langsung di kritik oleh nitijen  Salah satunya dari akun fuadit Muhammad  beliau mengatakan di dalam akun tiktok nya "" pakar IT itu tidak usah di tantangin pak tapi yang penting birokrasi nya dulu  sebenarnya pemerintah itu skalanya udah enterprise tapi budget nya budget mahasiswa jadi ada harga ada kualitas""   Hmm menurut kalian gimana pak Luhut bilang anak bangsa bisa buat aplikasi tanpa biaya yang tinggi tapi fuadit Muhammad bialng ada harga ada kualitas  tapi yang penting puasa masih 29 hari lagi ya semangat puasanya hari ini",0,non-bullying
negeriparabegundal.id mimin dukung🔥🔥🔥 . . .                               View all 8 comments,0,non-bullying
mimin dukung🔥🔥🔥,0,non-bullying
MENKO Bidang Maritim Luhut B Pandjaitan bicara kebijakan insentif dan subsidi kendaraan listrik INTINYA  Indonesia tidak boleh jadi pasar mobil dan motor listrik. Luhut menegaskan Indonesia harus jadi pemain di kendaraan berbasis baterei ini @luhut.pandjaitan,0,non-bullying
Kami bergerak dibidang kerajinan Rumah Kayu Bongkar Pasang(Knockdown) Menjual dan Menerima pesanan Rumah Kayu Bongkar Pasang MENERIMA PESANAN PEMBUATAN:  🔰 Rumah Panggung 🔰 Villa Kayu 🔰 Gazebo Kayu 🔰 Jembatan Kayu 🔰 Musholla Kayu  Spesifikasi : 1.Rangka utama kayu puspa/Bambang 2.Rangka atap kayu puspa 3.Dinding kayu meranti merah 4.Lantai kayu durian / Bambang 5.Plafon kayu Meranti 6.Rendah2 pagar kayu meranti /puspa 7.Pintu jendela kayu meranti merah  Ukuran bisa Request sesuai pesanan  Pengiriman seluruh INDONESIA  Rangka/kayu seru/medang/puspa  Lantai kayu Meranti  Dinding kayu Meranti  Atap multitroop pasir  WA : 085240468464  ABU PROPERTI solusi properti impian anda,0,non-bullying
"Menteri Koordinator Bidang Kemaritiman dan Investasi  Luhut Binsar Pandjaitan menantang anak muda yang jago IT untuk membereskan sebanyak 27 ribus aplikasi yang dimiliki pemerintah ""Ternyata kita punya 27 ribu aplikasi seluruh pemerintahan ini. Itu punya berapa banyak vendor itu. Sekarang  saya katakan  banyak adik-adik yang muda  yang dari ahli IT  ayo tunjukkan kau ini orang Indonesia hebat  satukan ini "" kata Luhut Gimana Menurut Lo Peaks? Komen di Kolom Komentar!  |Capture any peak insights around the internet",0,non-bullying
Pemberian subsidi mobil listrik diundur menjadi 1 April 2023. Hal ini berdasarkan pernyataan Menteri Koordinator Bidang Kemaritiman dan Investasi Luhut Binsar Pandjaitan   Pada awal Maret lalu pemerintah mengumumkan subsidi kendaraan listrik  termasuk mobil listrik  motor listrik dan bus listrik  berlaku pada 20 Maret. Penundaan ini menjadi salah satu wacana subsidi yang terus berubah-ubah dari pemerintah “(Untuk) KBLBB (Kendaraan Bermotor Listrik Berbasis Baterai) roda empat ke atas  termasuk bus  yang kami sebut insentif fiskal akan diumumkan kebijakannya tepat 1 April. Saat ini proses finalisasi tengah kami rampungkan bersama ” kata Luhut saat konferensi pers  Senin (20/3) Menteri Keuangan Sri Mulyani dalam konferensi pers yang sama menjelaskan subsidi mobil listrik berupa diskon Pajak Pertambahan Nilai (PPN) sebesar 10 persen “Satu  untuk mobil dan bus listrik dengan TKDN di atas 40 persen mengikuti program Kemenperin diberikan insentif PPN 10 persen sehingga PPN yang harus dibayar hanya 1 persen. Dua  bus listrik dengan TKDN di atas 20-40 persen  diberikan insentif PPN 5 persen  dengan demikian PPN yang harus dibayar adalah 6 persen ” jelas Sri,0,non-bullying
Setelah sebelumnya bernegosiasi dengan Tesla dan belum membuahkan hasil  Menko Marves Luhut Binsar Pandjaitan memberikan sinyal adanya kemajuan terkait diskusi tersebut sekaligus rencananya menggaet BYD ke Indonesia.   “Satu lagi target BYD  kita harapkan bisa masuk ” ujar Luhut pada Senin (20/3) BYD sendiri merupakan produsen mobil listrik asal Cina. Sebelumnya  ada tiga negara di kawasan ASEAN yang berusaha menarik BYD sebagai investor Saat ini  pemerintah Indonesia kerap menggencarkan percepatan elektrifikasi dengan beragam metode. Salah satunya adalah pemberian insentif KBLBB (Kendaraan Bermotor Listrik Berbasis Baterai). Sejumlah upaya juga dilakukan untuk menarik investor  termasuk pembebasan pajak hingga akses ke bahan baku pembuatan komponen mobil listrik Mengenai minat Tesla membangun pabrik di Indonesia  dikatakan masih terikat perjanjian kerahasiaan atau NDA (non-disclosure agreement). Tidak hanya Tesla  kini sudah ada pabrik mobil yang memproduksi EV di Indonesia yaitu Hyundai dan Wuling.,0,non-bullying
"Insentif mobil listrik mundur ke 1 April!  Pemerintah melalui Menko Maritim dan Investasi mengumumkan insentif kendaraan bermotor listrik berbasis baterai (KBLBB) untuk bus dan mobil listrik akan diumumkan pada 1 April 2023 mendatang  Luhut Binsar Pandjaitan mengatakan regulasi KBLBB belum rampung 100 persen ""KBLBB (Kendaraan Bermotor Listrik Berbasis Baterai) roda empat ke atas  termasuk bus  yang kami sebut insentif fiskal akan diumumkan kebijakannya tepat 1 April. Saat ini proses finalisasi tengah kami rampungkan bersama "" ujar Luhut dalam konferensi pers di kantornya  Senin (20/3) Untuk bocoran mobil listrik yang dapat insentif antara lain  Hyundai & Wuling  kedua merk mobil tersebut rencananya akan mendapatkan diskon PPN sebesar 10 persen Sumber foto: Detikcom",0,non-bullying
Kenali lebih dekat sosok Luhut Binsar Pandjaitan  pemimpin dan pengusaha sukses 🇮🇩🌟,0,non-bullying
"Menteri Koordinator Bidang Kemaritiman dan Investasi  Luhut Binsar Pandjaitan mengungkapkan produsen mobil listrik Hyundai bakal menambah pabrik kedua di Indonesia.   ""Ada mereka  kalau hyundai sudah. (Jadi pabrik kedua?) Iya "" kata Luhut dalam konfrensi pers Program Bantuan Pemerintah dan Insentif Fiskal untuk KBLBB di Kemenko Marves  Senin (20/3/2023).   Luhut juga menyebutkan juga akan ada pabrikan mobil listrik dari perusahaan China yang diharapkan dapat membuat pabrik mobil listrik di Indonesia.   ""Satu lagi kita lagi menarget BYD kita harapkan bisa masuk "" katanya.   Baca berita selengkapnya:  https://www.idxchannel.com/economics/luhut-sebut-hyundai-bakal-bangun-pabrik-kedua-di-ri  atau klik link di bio @idx_channel   Foto: BPMI Setpres",0,non-bullying
"Menteri Koordinator bidang Kemaritiman dan Investasi  Luhut Binsar Pandjaitan  mengatakan vaksinasi dosis ketiga baru mencapai 33 7 persen pada pertengahan Maret 2023. Meski demikian  secara total sudah ada 450 juta dosis yang telah disuntikkan dan membuat Indonesia menduduki peringkat kelima terbesar di dunia dalam hal jumlah vaksin terbanyak yang telah diberikan ""Khusus Jawa-Bali sebagai episentrum Covid-19  capaian vaksinasi dosis kedua telah mencapai 79 persen dari sasaran atau hampir 108 juta dosis sampai dengan pertengahan Maret 2023 "" ujarnya dalam acara Penghargaan Penanganan Covid-19  Senin (20/3) Luhut mengatakan tingginya angka vaksinasi membuat penanganan Covid-19 di Indonesia jauh lebih baik dibandingkan dengan negara-negara lain. Namun  kebijakan pembatasan masyarakat juga berpengaruh terhadap penanggulangan pandemi Meski tidak mudah dan mendapatkan banyak kritik—salah satunya karena tidak menerapkan kebijakan karantina wilayah total—Luhut mengeklaim metode ""gas dan rem"" Indonesia dalam penanggulangan pandemi cukup tepat. Sebab  usai pandemi  menurutnya  pemulihan ekonomi Indonesia merupakan salah satu yang terbaik di dunia.   Luhut mengimbau berbagai stakeholder untuk terus mendorong percepatan vaksinasi booster beserta pemberi obat-obatan dan vitamin kepada masyarakat  serta menjaga penerapan protokol kesehatan. Pasalnya  saat ini Indonesia berada dalam periode transisi  dan penularan Covid-19 masih terjadi di tengah masyarakat.   ""Apalagi dalam beberapa hari ke depan teman-teman beragama muslim akan memasuki masa Ramadan. Terkendalinya kasus dapat memberikan kenyamanan bagi masyarakat untuk menjalankan ibadah "" ujarnya Temukan informasi seputar bisnis  keuangan  pasar  teknologi  syariah hingga gaya hidup mewah dengan bergabung di Telegram FORTUNE Indonesia (https://t.me/fortuneIDN). Informasi selengkapnya klik fortuneidn.com",0,non-bullying
"Menko Luhut Puji Habis-habisan Jokowi soal Penanganan Covid-19  Keberhasilan Indonesia dalam penanganan pandemi Covid-19  tidak terlepas dari kepemimpinan Presiden Joko Widodo. Karena  untuk mengambil keputusan yang cepat terkait penanganan Covid-19  Presiden Jokowi sangat menerima pertimbangan samua pihak  termasuk para pembantunya.   Hal itu disampaikan Menteri Koordinator Bidang Kemaritiman dan Investasi  Luhut Binsar Pandjaitan  di acara Penghargaan Penanganan Covid-19 di gedung Dhanapala  Kemenkeu  Jakarta Pusat  Senin (20/3/2023).   ""Semua ini bisa terjadi (pandemi Covid-19 terkendali)  karena leadership yang kuat dari Presiden Republik Indonesia "" kata Luhut Lengkapnya baca https://rilis.id/Nasional/Berita/Menko-Luhut-Puji-Habishabisan-Jokowi-soal-Penanganan-Covid19-BGzHLkL  Atau klik tautan di instastori @rilisid  Cek berita terkini kunjungi www.rilis.id  Download juga aplikasi rilis.id di play store",0,non-bullying
Anies Baswedan menyinggung adanya menteri koordinator yang terang-terangan menyatakan dukungan untuk mengubah konstitusi. Namun  dia tak secara gamblang mengungkap sosok yang dimaksud.  .  Anies mengaku tidak pernah membayangkan bahwa dukungan untuk mengubah konstitusi tersebut disampaikan secara terbuka di hadapan publik oleh seorang pejabat sekelas menteri koordinator.  .,0,non-bullying
Jelang Bulan Ramadhan  Luhut: Kasus COVID-19 Terkendali  PARBOABOA  Jakarta – Menteri Koordinator Bidang Kemaritiman dan Investasi (Menkomarves) Luhut Binsar Pandjaitan menyebut bahwa kasus COVID-19 di Indonesia jelang bulan Ramadhan ini terkendali Menurutnya  dengan terkendalinya kasus tersebut  tak luput dari kesadaran masyarakat untuk selalu mematuhi protokol kesehatan (prokes) dan kerja sama berbagai stakeholder hingga dapat dengan nyaman dalam menjalankan ibadah puasa di bulan suci Ramadhan,0,non-bullying
"Presiden Joko Widodo (Jokowi) telah menerima nama-nama calon pengganti Zainudin Amali sebagai Menteri Pemuda dan Olahraga ( Menpora ). Nama-nama tersebut diterima Jokowi dari Ketua Umum Partai Golkar Airlangga Hartarto.   ""Menpora belum diputuskan tapi nama-nama dari pak ketua Golkar sudah masuk ke kita. Tapi belum diputuskan  belum saya putuskan "" kata Jokowi kepada wartawan  Senin (20/3/2023).   Jokowi enggan membeberkan nama-nama yang disodorkan Golkar. Dia mempersilakan agar bertanya langsung kepada Airlangga. ""Nama yang masuk itu  tanya Pak Ketua Golkar saja "" kata Jokowi.   Dari nama-nama yang diserahkan kepadanya salah satu kriteria yang cocok menjadi Menpora adalah muda. ""(Kriterianya) muda "" kata Jokowi Baca selengkapnya di https://bit.ly/Bacasindonewscom",0,non-bullying
"Jakarta - “So  don’t look down on Indonesia ” demikian tulis Luhut Binsar Pandjaitan di status Instagram miliknya  dilihat Opsi  Sabtu  18 Maret 2023 Menko Maritim dan Investasi itu berbicara di forum DBS Asian Insights Forum 2023.   Di hadapan para top business leaders Indonesia dan Asia  dia menegaskan soal kemampuan produksi lithium Indonesia ""Saya sampaikan bahwa pada tahun 2025  Indonesia akan mampu memproduksi baterai lithium sendiri "" tulisnya.   Sehingga kata Luhut  Indonesia akan menjadi produsen baterai lithium terbesar ketiga di dunia pada tahun 2027 atau 2028 nanti.   Hal ini kata Luhut  bukan sekadar angan-angan belaka Data yang dibeberkannya  ada investasi senilai US$31 9 miliar untuk pengembangan supply chain industri baterai di Indonesia hingga tahun 2026.   ""Indonesia menarik investasi asing langsung sebesar US$45 6 miliar tahun lalu  ini merupakan rekor tertinggi baru sejak tahun 2000 "" ungkapnya.   ""Belum lagi nilai ekspor industri nikel kami mencapai US$33 8 miliar pada tahun 2022  di mana US$ 14 3 miliar dihasilkan dari ekspor besi dan baja "" sambung pria berlatar militer itu.   Kata Luhut  keberhasilan ini terwujud karena keteguhan Presiden Jokowi untuk tetap melanjutkan kebijakan hilirisasi industri dalam mengolah raw material di dalam negeri untuk nilai tambah yang lebih tinggi",0,non-bullying
BRAGIS THU ZHI Menteri pertahanan RI dan ketua unum partai GERINDRA..Bpk PRABOWO SUBIANO..mengunjungi komunitas Thu Zhi  yayasan Budha indonesia.Bragis respek dng komunitas thu zhi ini karena cara mereka mengajarkan KEBAIKAN KE SESAMA..tidak ada berharap pamrih akan perbuatan baik yg kita lakukan..dan perbuatan baik itu harus tangan kita yg memberi ..memikul barang untuk kita serahkan ke sesama manusia yang lagi ke SUSAHAN HIDUPNYA.Dengan tokoh tokoh PENGUSAHA BESAR DI BALIK THU ZHI yang tulus ikhlas ingin ber buat kebaikan mohon dengan sangat agar THU ZHI HOSPITAL ini wajib tulus ikhalas melayani RAKYAT INDONESIA DARI SEMUA  STRATA SOSIAL KEHIDUPAN..BUKAN HANYA ORANG KAYA DAN MAMPU YG BISA BEROBAT KE THU ZHI HOSPITAL INI..KALO ITU TERNYATA PRAKTEKNYA MURKA TUHAN AKAN SIAP MENHANTAM THU ZHI,1,bullying
Menteri Koordinator bidang Kemaritiman dan Investasi  @luhut.pandjaitan  menegaskan  Indonesia mampu memproduksi baterai lithium pada 2025. Hal itu ia sampaikan di depan para tokoh-tokoh pengusaha se-Asia saat menjadi pembicara pada DBS Asian Insight Forum 2023  Rabu (15/3) Luhut optimis Indonesia bisa menjadi salah satu raja produsen baterai litium di 2028 nanti. Untuk itu  dia meminta agar dunia tidak memandang remeh Indonesia “Sehingga kita akan menjadi produsen baterai lithium terbesar ketiga di dunia pada tahun 2027 atau 2028 nanti. ‘So  don’t look down on Indonesia ’ ucap saya ” kata Luhut dalam postingan Instagram pribadinya  Sabtu (18/3) 📸: Dok. Vale Indonesia ⁠ Baca selengkapnya dengan klik link di bio. Cari tahu berita update lainnya dengan download aplikasi kumparan di App Store atau Google Play.⁠ ⁠,0,non-bullying
Wah  apakah yang dimaksud oleh Pak Anies adalah Pak Luhut? 👀  Mantan Gubernur DKI Jakarta Anies Baswedan menyebutkan terkait adanya seorang menteri koordinator (Menko) yang dianggap ingin mengubah konstitusi dengan mengklaim soal banyaknya suara yang mendukung Hmm  kira-kira  siapa yang dimaksud oleh Pak Anies ya? Apakah mungkin yang dimaksud adalah Menko Bidang Maritim dan Investasi (Marves) Luhut Binsar Pandjaitan ?  Soalnya nih  pada April 2022 dulu  Pak Luhut pernah mengatakan kalau ada big data yang mengandung dukungan dari 110 juta individu yang menginginkan penundaan pemilihan umum (Pemilu). Hmm  apakah ini yang dimaksud  Pak Anies?  Well  jelas Pak Anies yang tahu siapa yang beliau sindir. Kita hanya bisa menebak-nebak. Kalau menurut kalian  siapa yang dimaksud  guys? Share your thoughts in the comments ya! ✌🏼️👀,1,bullying
Behind the Scenes  Nantikan edisi khusus Katadata 25: Mereka yang Berpengaruh dalam Penanganan Pandemi,0,non-bullying
Presiden @Jokowi Tiba di Singapura  Setelah menempuh perjalanan selama 1 jam 20 menit dari Pangkalan TNI AU Halim Perdanakusuma  Jakarta  pesawat kepresidenan Indonesia-1 yang membawa Presiden  dan rombongan tiba di Bandara Internasional Changi  Singapura  Kamis 16 Maret 2023  pukul 09.20 waktu setempat (WS) atau pukul 08.20 WIB Di bandara tersebut  Presiden Joko Widodo disambut oleh Menteri Pendidikan Republik Singapura  Kepala Protokol Singapura Chia Wei Wen  Duta Besar Republik Singapura untuk Republik Indonesia  Duta Besar Republik Indonesia untuk Republik Singapura  dan Ibu Noeri Suryopratomo  Panglima TNI Laksamana  serta Atase Pertahanan Republik Indonesia di Singapura Kolonel Achmad Zailani dan Ibu Dian Zailani Selanjutnya  Presiden Jokowi bersama rombongan melanjutkan perjalanan menuju Hotel Fullerton  Singapura untuk bertemu dengan para menteri guna membahas pertemuan Leaders’ Retreat dengan Perdana Menteri Singapura    Tampak menyambut kedatangan Presiden di Hotel Fullerton  Singapura  antara lain Menteri Koordinator Bidang Perekonomian  Menteri Koordinator Bidang Kemaritiman dan Investasi  Menteri Luar Negeri Retno Marsudi  Menteri Pertahanan  Menteri Kesehatan  Menteri Perhubungan Budi Karya Sumadi  Kepala Otorita Ibu Kota Nusantara  dan Kepala Badan SAR Nasional Marsekal Madya TNI   Foto: © Laily Rachev - BPMI Setpres  Sumber: Biro Pers Setpres  @jokowi @leehsienloong,0,non-bullying
